date,precipitation,temp_max,temp_min
27-05-2012,0.0,17.2,11.7
28-05-2012,0.0,16.7,10.0
29-05-2012,0.0,16.1,7.8
30-05-2012,0.3,18.9,11.1
31-05-2012,3.8,17.8,12.2
01-06-2012,6.6,20.0,12.8
02-06-2012,0.3,18.9,10.6
03-06-2012,0.0,17.2,9.4
04-06-2012,1.3,12.8,8.9
05-06-2012,16.0,13.3,8.3
06-06-2012,0.0,16.1,6.1
07-06-2012,16.5,16.1,8.9
08-06-2012,1.5,15.0,8.3
09-06-2012,0.0,17.2,8.3
10-06-2012,0.0,18.9,10.0
11-06-2012,0.0,23.3,10.0
12-06-2012,0.8,18.3,12.8
13-06-2012,0.0,16.1,11.1
14-06-2012,0.0,17.2,10.0
15-06-2012,0.0,22.2,9.4
16-06-2012,0.0,21.1,15.0
17-06-2012,0.0,18.9,11.7
18-06-2012,3.0,17.2,10.0
19-06-2012,1.0,19.4,10.0
20-06-2012,0.0,24.4,10.0
21-06-2012,0.0,23.9,11.7
22-06-2012,15.7,13.9,11.7
23-06-2012,8.6,15.6,9.4
24-06-2012,0.0,19.4,9.4
25-06-2012,0.5,19.4,11.1
26-06-2012,0.0,18.3,10.6
27-06-2012,0.0,22.8,8.9
28-06-2012,0.0,22.2,11.7
29-06-2012,0.3,21.7,15.0
30-06-2012,3.0,20.0,13.3
01-07-2012,0.0,20.0,12.2
02-07-2012,2.0,18.9,11.7
03-07-2012,5.8,18.3,10.6
04-07-2012,0.0,20.6,9.4
05-07-2012,0.0,24.4,10.6
06-07-2012,0.0,25.0,11.1
07-07-2012,0.0,26.7,12.8
08-07-2012,0.0,28.3,14.4
09-07-2012,1.5,25.0,12.8
10-07-2012,0.0,23.9,11.1
11-07-2012,0.0,27.8,13.3
12-07-2012,0.0,25.6,13.3
13-07-2012,0.5,23.3,13.9
14-07-2012,0.0,25.0,15.0
15-07-2012,0.0,18.9,13.3
16-07-2012,0.3,26.1,13.3
17-07-2012,0.0,21.7,15.0
18-07-2012,0.0,21.1,14.4
19-07-2012,0.0,25.0,14.4
20-07-2012,15.2,19.4,13.9
21-07-2012,0.0,23.9,13.9
22-07-2012,1.0,20.6,12.2
23-07-2012,0.0,18.9,11.1
24-07-2012,0.0,23.3,12.2
25-07-2012,0.0,26.7,12.8
26-07-2012,0.0,25.6,12.8
27-07-2012,0.0,18.9,13.9
28-07-2012,0.0,22.2,13.3
29-07-2012,0.0,22.8,15.0
30-07-2012,0.0,19.4,13.3
31-07-2012,0.0,22.8,13.9
01-08-2012,0.0,23.9,13.3
02-08-2012,0.0,23.3,12.2
03-08-2012,0.0,27.2,12.8
04-08-2012,0.0,33.9,16.7
05-08-2012,0.0,33.9,17.8
06-08-2012,0.0,28.3,15.6
07-08-2012,0.0,21.1,15.0
08-08-2012,0.0,22.2,15.0
09-08-2012,0.0,24.4,14.4
10-08-2012,0.0,25.6,12.2
11-08-2012,0.0,28.3,13.3
12-08-2012,0.0,30.6,15.0
13-08-2012,0.0,30.6,15.0
14-08-2012,0.0,28.9,13.9
15-08-2012,0.0,31.1,16.7
16-08-2012,0.0,34.4,18.3
17-08-2012,0.0,32.8,16.1
18-08-2012,0.0,21.7,14.4
19-08-2012,0.0,23.3,15.0
20-08-2012,0.0,25.6,15.0
21-08-2012,0.0,23.3,13.3
22-08-2012,0.0,22.2,13.3
23-08-2012,0.0,21.1,13.9
24-08-2012,0.0,22.2,10.0
25-08-2012,0.0,26.1,11.7
26-08-2012,0.0,21.1,12.2
27-08-2012,0.0,23.9,13.3
28-08-2012,0.0,22.8,12.2
29-08-2012,0.0,22.8,13.3
30-08-2012,0.0,22.8,12.8
31-08-2012,0.0,22.2,10.6
01-09-2012,0.0,21.7,10.6
02-09-2012,0.0,21.1,10.0
03-09-2012,0.0,22.8,12.8
04-09-2012,0.0,24.4,11.1
05-09-2012,0.0,26.1,11.7
06-09-2012,0.0,28.3,14.4
07-09-2012,0.0,32.2,13.3
08-09-2012,0.0,25.0,13.3
09-09-2012,0.3,18.9,13.9
10-09-2012,0.3,20.0,11.7
11-09-2012,0.0,20.0,8.9
12-09-2012,0.0,22.2,10.0
13-09-2012,0.0,27.8,11.7
14-09-2012,0.0,26.1,11.1
15-09-2012,0.0,22.2,11.1
16-09-2012,0.0,24.4,9.4
17-09-2012,0.0,27.8,11.7
18-09-2012,0.0,27.8,11.7
19-09-2012,0.0,23.9,11.7
20-09-2012,0.0,19.4,10.0
21-09-2012,0.0,16.1,12.8
22-09-2012,0.3,19.4,11.7
23-09-2012,0.0,19.4,10.0
24-09-2012,0.0,21.1,10.0
25-09-2012,0.0,19.4,11.1
26-09-2012,0.0,19.4,9.4
27-09-2012,0.0,22.8,10.0
28-09-2012,0.0,25.0,12.2
29-09-2012,0.0,20.6,12.2
30-09-2012,0.0,21.1,7.8
01-10-2012,0.0,23.3,8.9
02-10-2012,0.0,17.8,10.0
03-10-2012,0.0,18.9,7.8
04-10-2012,0.0,18.9,8.3
05-10-2012,0.0,21.7,8.9
06-10-2012,0.0,23.9,7.8
07-10-2012,0.0,23.9,7.8
08-10-2012,0.0,21.1,7.8
09-10-2012,0.0,16.1,8.9
10-10-2012,0.0,12.2,8.3
11-10-2012,0.0,13.9,7.2
12-10-2012,2.0,13.9,8.9
13-10-2012,4.8,15.6,12.2
14-10-2012,16.5,17.8,13.3
15-10-2012,7.9,17.2,11.1
16-10-2012,0.0,16.1,8.3
17-10-2012,0.0,14.4,6.1
18-10-2012,20.8,17.8,6.7
19-10-2012,4.8,15.0,9.4
20-10-2012,0.5,11.1,6.1
21-10-2012,6.4,11.7,4.4
22-10-2012,8.9,7.8,3.3
23-10-2012,0.0,11.1,5.6
24-10-2012,7.1,11.7,6.1
25-10-2012,0.0,11.7,6.7
26-10-2012,1.5,11.1,7.2
27-10-2012,23.1,14.4,9.4
28-10-2012,6.1,14.4,10.0
29-10-2012,10.9,15.6,10.0
30-10-2012,34.5,15.0,12.2
31-10-2012,14.5,15.6,11.1
01-11-2012,9.7,15.0,10.6
02-11-2012,5.6,15.0,10.6
03-11-2012,0.5,15.6,11.1
04-11-2012,8.1,17.8,12.8
05-11-2012,0.8,15.0,7.8
06-11-2012,0.3,12.8,6.7
07-11-2012,0.0,12.2,3.9
08-11-2012,0.0,10.0,1.1
09-11-2012,0.0,8.9,1.1
10-11-2012,0.0,7.8,-0.6
11-11-2012,15.2,8.9,1.1
12-11-2012,3.6,12.8,6.1
13-11-2012,5.3,11.1,7.8
14-11-2012,0.8,11.1,5.0
15-11-2012,0.0,9.4,2.8
16-11-2012,5.6,9.4,2.2
17-11-2012,6.1,12.2,6.1
18-11-2012,7.9,10.0,6.1
19-11-2012,54.1,13.3,8.3
20-11-2012,3.8,11.1,7.2
21-11-2012,11.2,8.3,3.9
22-11-2012,0.0,8.9,2.8
23-11-2012,32.0,9.4,6.1
24-11-2012,0.0,8.9,3.9
25-11-2012,0.0,8.3,1.1
26-11-2012,0.0,9.4,1.7
27-11-2012,0.0,10.0,1.7
28-11-2012,2.8,9.4,2.2
29-11-2012,1.5,12.8,7.8
30-11-2012,35.6,15.0,7.8
01-12-2012,4.1,13.3,8.3
02-12-2012,19.6,8.3,7.2
03-12-2012,13.0,9.4,7.2
04-12-2012,14.2,11.7,7.2
05-12-2012,1.5,8.9,4.4
06-12-2012,1.5,7.2,6.1
07-12-2012,1.0,7.8,3.3
08-12-2012,0.0,6.7,3.3
09-12-2012,1.5,6.7,2.8
10-12-2012,0.5,7.2,5.6
11-12-2012,3.0,7.8,5.6
12-12-2012,8.1,6.7,4.4
13-12-2012,2.3,7.2,3.3
14-12-2012,7.9,6.1,1.1
15-12-2012,5.3,4.4,0.6
16-12-2012,22.6,6.7,3.3
17-12-2012,2.0,8.3,1.7
18-12-2012,3.3,3.9,0.6
19-12-2012,13.7,8.3,1.7
20-12-2012,13.2,7.2,0.6
21-12-2012,1.8,8.3,-1.7
22-12-2012,3.3,8.3,3.9
23-12-2012,6.6,7.2,3.3
24-12-2012,0.3,5.6,2.8
25-12-2012,13.5,5.6,2.8
26-12-2012,4.6,6.7,3.3
27-12-2012,4.1,7.8,3.3
28-12-2012,0.0,8.3,3.9
29-12-2012,1.5,5.0,3.3
30-12-2012,0.0,4.4,0.0
31-12-2012,0.0,3.3,-1.1
01-01-2013,0.0,5.0,-2.8
02-01-2013,0.0,6.1,-1.1
03-01-2013,4.1,6.7,-1.7
04-01-2013,2.5,10.0,2.2
05-01-2013,3.0,6.7,4.4
06-01-2013,2.0,7.2,2.8
07-01-2013,2.3,10.0,4.4
08-01-2013,16.3,11.7,5.6
09-01-2013,38.4,10.0,1.7
10-01-2013,0.3,3.3,-0.6
11-01-2013,0.0,2.8,-2.8
12-01-2013,0.0,2.8,-3.9
13-01-2013,0.0,2.2,-4.4
14-01-2013,0.0,3.3,-2.2
15-01-2013,0.0,6.7,-0.6
16-01-2013,0.0,6.1,-3.9
17-01-2013,0.0,3.9,-2.8
18-01-2013,0.0,3.3,-1.1
19-01-2013,0.0,1.1,-0.6
20-01-2013,0.0,3.3,-0.6
21-01-2013,0.0,2.2,-1.7
22-01-2013,0.0,3.3,-1.7
23-01-2013,5.1,7.2,2.2
24-01-2013,5.8,7.2,1.1
25-01-2013,3.0,10.6,2.8
26-01-2013,2.3,8.3,3.9
27-01-2013,1.8,5.6,3.9
28-01-2013,7.9,6.1,3.3
29-01-2013,4.3,8.3,5.0
30-01-2013,3.6,8.9,6.7
31-01-2013,3.0,9.4,7.2
01-02-2013,0.3,11.7,5.0
02-02-2013,0.0,6.1,2.8
03-02-2013,2.3,8.9,2.8
04-02-2013,0.0,10.6,6.7
05-02-2013,3.3,10.0,6.7
06-02-2013,1.0,10.6,6.1
07-02-2013,1.3,9.4,3.3
08-02-2013,0.0,7.8,2.2
09-02-2013,0.3,8.3,4.4
10-02-2013,0.0,8.9,1.7
11-02-2013,0.3,8.3,4.4
12-02-2013,1.0,11.1,7.2
13-02-2013,2.3,9.4,7.2
14-02-2013,1.0,9.4,5.6
15-02-2013,0.0,13.3,5.0
16-02-2013,0.0,11.1,3.9
17-02-2013,0.0,9.4,4.4
18-02-2013,0.0,7.8,3.9
19-02-2013,0.0,10.6,1.7
20-02-2013,1.5,7.8,1.1
21-02-2013,0.5,6.7,3.9
22-02-2013,9.4,7.8,3.9
23-02-2013,0.3,10.0,3.9
24-02-2013,0.0,8.9,5.0
25-02-2013,2.3,10.6,3.3
26-02-2013,0.5,8.9,3.9
27-02-2013,4.6,10.0,4.4
28-02-2013,8.1,11.7,6.7
01-03-2013,4.1,15.0,11.1
02-03-2013,0.8,13.9,5.0
03-03-2013,0.0,11.1,2.2
04-03-2013,0.0,13.3,0.0
05-03-2013,0.0,9.4,6.1
06-03-2013,11.9,7.2,5.0
07-03-2013,7.4,12.2,5.0
08-03-2013,0.0,11.7,2.2
09-03-2013,0.0,12.8,1.1
10-03-2013,0.8,7.8,3.9
11-03-2013,1.3,10.6,6.1
12-03-2013,2.0,12.8,10.0
13-03-2013,2.3,11.7,9.4
14-03-2013,2.8,11.7,9.4
15-03-2013,0.0,14.4,8.9
16-03-2013,4.3,10.6,4.4
17-03-2013,0.0,8.9,3.9
18-03-2013,0.0,11.7,3.9
19-03-2013,11.7,12.8,1.7
20-03-2013,9.9,11.1,4.4
21-03-2013,8.1,10.0,2.2
22-03-2013,0.0,9.4,0.6
23-03-2013,0.0,10.0,1.1
24-03-2013,0.0,12.2,0.6
25-03-2013,0.0,16.7,4.4
26-03-2013,0.0,16.7,6.1
27-03-2013,0.3,13.3,7.2
28-03-2013,2.0,16.1,8.3
29-03-2013,0.0,18.3,7.8
30-03-2013,0.0,20.0,5.6
31-03-2013,0.0,20.6,6.7
01-04-2013,0.0,17.2,8.3
02-04-2013,0.0,13.9,8.9
03-04-2013,0.0,16.7,7.8
04-04-2013,8.4,14.4,10.0
05-04-2013,18.5,13.9,10.0
06-04-2013,12.7,12.2,7.2
07-04-2013,39.1,8.3,5.0
08-04-2013,0.8,13.3,6.1
09-04-2013,0.0,12.2,6.1
10-04-2013,9.4,15.0,8.9
11-04-2013,1.5,12.2,6.7
12-04-2013,9.7,7.8,4.4
13-04-2013,9.4,10.6,3.3
14-04-2013,5.8,12.8,4.4
15-04-2013,0.0,13.9,4.4
16-04-2013,0.3,13.9,3.3
17-04-2013,0.0,15.0,3.9
18-04-2013,5.3,11.7,6.7
19-04-2013,20.6,13.3,9.4
20-04-2013,0.0,13.9,8.3
21-04-2013,3.3,12.2,6.7
22-04-2013,0.0,16.1,5.0
23-04-2013,0.0,17.8,3.9
24-04-2013,0.0,21.1,6.1
25-04-2013,0.0,21.7,6.7
26-04-2013,0.0,20.6,8.3
27-04-2013,0.0,13.9,10.6
28-04-2013,1.0,15.0,9.4
29-04-2013,3.8,13.9,6.7
30-04-2013,0.0,12.8,4.4
01-05-2013,0.0,18.3,3.3
02-05-2013,0.0,20.6,6.7
03-05-2013,0.0,21.7,9.4
04-05-2013,0.0,25.0,11.1
05-05-2013,0.0,28.9,11.7
06-05-2013,0.0,30.6,12.2
07-05-2013,0.0,20.6,11.1
08-05-2013,0.0,19.4,11.1
09-05-2013,0.0,22.8,10.0
10-05-2013,0.0,26.1,9.4
11-05-2013,0.0,27.2,12.2
12-05-2013,6.6,21.7,13.9
13-05-2013,3.3,18.9,9.4
14-05-2013,0.0,18.3,7.8
15-05-2013,1.0,17.2,8.9
16-05-2013,0.0,21.7,12.2
17-05-2013,0.5,17.2,11.7
18-05-2013,0.0,16.7,11.1
19-05-2013,0.0,18.3,10.6
20-05-2013,0.0,19.4,9.4
21-05-2013,13.7,15.6,8.3
22-05-2013,13.7,11.1,7.2
23-05-2013,4.1,12.2,6.7
24-05-2013,0.3,16.7,8.9
25-05-2013,0.0,17.8,10.0
26-05-2013,1.5,18.3,10.6
27-05-2013,9.7,16.7,11.1
28-05-2013,0.5,17.2,11.7
29-05-2013,5.6,16.1,9.4
30-05-2013,0.0,16.7,9.4
31-05-2013,0.0,19.4,11.1
01-06-2013,0.0,22.8,12.2
02-06-2013,1.0,20.6,12.2
03-06-2013,0.0,22.2,11.1
04-06-2013,0.0,26.1,12.2
05-06-2013,0.0,26.7,14.4
06-06-2013,0.0,26.7,12.2
07-06-2013,0.0,21.7,13.3
08-06-2013,0.0,20.6,12.8
09-06-2013,0.0,20.6,11.1
10-06-2013,0.0,21.7,11.7
11-06-2013,0.0,20.0,10.0
12-06-2013,0.3,20.6,11.7
13-06-2013,0.0,21.1,11.7
14-06-2013,0.0,20.0,12.2
15-06-2013,0.0,25.6,10.0
16-06-2013,0.0,23.9,12.8
17-06-2013,0.0,25.6,13.9
18-06-2013,0.3,23.3,13.3
19-06-2013,0.0,20.0,12.8
20-06-2013,3.0,17.2,12.8
21-06-2013,0.3,20.6,12.2
22-06-2013,0.0,25.6,11.7
23-06-2013,7.9,22.2,15.0
24-06-2013,4.8,21.1,13.9
25-06-2013,9.9,23.3,14.4
26-06-2013,2.0,22.2,15.0
27-06-2013,3.6,21.1,16.7
28-06-2013,0.0,30.6,16.1
29-06-2013,0.0,30.0,18.3
30-06-2013,0.0,33.9,17.2
01-07-2013,0.0,31.7,18.3
02-07-2013,0.0,28.3,15.6
03-07-2013,0.0,26.1,16.7
04-07-2013,0.0,21.7,13.9
05-07-2013,0.0,23.3,13.9
06-07-2013,0.0,26.1,13.3
07-07-2013,0.0,23.9,13.9
08-07-2013,0.0,26.7,13.3
09-07-2013,0.0,30.0,15.0
10-07-2013,0.0,22.2,13.9
11-07-2013,0.0,22.8,12.2
12-07-2013,0.0,19.4,13.3
13-07-2013,0.0,26.1,11.1
14-07-2013,0.0,27.8,12.8
15-07-2013,0.0,27.8,14.4
16-07-2013,0.0,31.1,18.3
17-07-2013,0.0,22.2,15.0
18-07-2013,0.0,26.1,13.9
19-07-2013,0.0,27.8,13.3
20-07-2013,0.0,25.0,13.3
21-07-2013,0.0,23.9,12.8
22-07-2013,0.0,26.1,13.3
23-07-2013,0.0,31.1,13.9
24-07-2013,0.0,31.1,14.4
25-07-2013,0.0,31.1,12.8
26-07-2013,0.0,31.1,14.4
27-07-2013,0.0,25.6,12.8
28-07-2013,0.0,21.1,12.2
29-07-2013,0.0,25.0,13.3
30-07-2013,0.0,25.0,13.3
31-07-2013,0.0,21.7,13.3
01-08-2013,0.0,20.6,13.3
02-08-2013,2.0,17.2,15.0
03-08-2013,0.0,25.0,15.6
04-08-2013,0.0,28.9,15.0
05-08-2013,0.0,30.0,15.0
06-08-2013,0.0,30.6,13.9
07-08-2013,0.0,31.1,13.9
08-08-2013,0.0,28.3,14.4
09-08-2013,0.0,28.3,14.4
10-08-2013,2.3,25.6,15.0
11-08-2013,0.0,25.0,14.4
12-08-2013,0.0,25.6,16.1
13-08-2013,0.0,27.8,15.0
14-08-2013,0.8,27.2,15.0
15-08-2013,1.8,21.1,17.2
16-08-2013,0.0,28.9,16.1
17-08-2013,0.0,25.6,17.2
18-08-2013,0.0,26.1,15.6
19-08-2013,0.0,26.7,15.6
20-08-2013,0.0,25.6,16.1
21-08-2013,0.0,27.8,15.0
22-08-2013,0.0,28.9,15.0
23-08-2013,0.0,25.0,16.1
24-08-2013,0.0,25.0,16.7
25-08-2013,0.3,22.2,16.1
26-08-2013,1.0,24.4,16.1
27-08-2013,1.3,26.7,17.2
28-08-2013,5.6,26.7,15.6
29-08-2013,19.3,23.9,18.3
30-08-2013,0.0,26.1,16.1
31-08-2013,0.0,27.8,13.9
01-09-2013,0.0,27.8,15.6
02-09-2013,0.0,27.8,17.2
03-09-2013,2.3,25.0,16.7
04-09-2013,0.3,22.8,16.1
05-09-2013,27.7,20.0,15.6
06-09-2013,21.3,21.7,16.1
07-09-2013,0.0,23.3,17.2
08-09-2013,0.0,26.7,14.4
09-09-2013,0.0,26.1,13.9
10-09-2013,0.0,26.7,15.0
11-09-2013,0.0,33.9,16.1
12-09-2013,0.0,25.6,15.0
13-09-2013,0.0,18.9,15.6
14-09-2013,0.0,21.7,15.6
15-09-2013,3.3,18.9,14.4
16-09-2013,0.3,21.7,15.0
17-09-2013,0.0,17.8,13.9
18-09-2013,0.0,21.1,13.3
19-09-2013,0.0,25.6,10.0
20-09-2013,3.6,23.3,13.3
21-09-2013,0.0,21.1,13.3
22-09-2013,13.5,17.2,13.3
23-09-2013,2.8,16.1,11.1
24-09-2013,0.0,17.8,10.0
25-09-2013,2.0,16.1,9.4
26-09-2013,0.0,17.2,7.2
27-09-2013,1.0,13.9,10.6
28-09-2013,43.4,16.7,11.7
29-09-2013,16.8,14.4,11.1
30-09-2013,18.5,13.9,10.0
01-10-2013,7.9,14.4,8.9
02-10-2013,5.3,12.8,9.4
03-10-2013,0.8,14.4,8.9
04-10-2013,0.0,17.8,5.6
05-10-2013,0.0,20.0,8.3
06-10-2013,4.1,22.8,7.8
07-10-2013,0.5,16.1,11.7
08-10-2013,6.9,13.9,7.8
09-10-2013,0.0,15.0,5.6
10-10-2013,1.0,14.4,8.3
11-10-2013,9.1,13.9,10.6
12-10-2013,1.0,14.4,8.9
13-10-2013,0.0,15.0,6.7
14-10-2013,0.0,15.6,3.9
15-10-2013,0.0,15.6,5.0
16-10-2013,0.0,12.8,8.9
17-10-2013,0.0,14.4,8.9
18-10-2013,0.0,12.8,7.2
19-10-2013,0.0,10.6,7.8
20-10-2013,0.0,10.6,7.8
21-10-2013,0.0,11.7,8.3
22-10-2013,0.0,14.4,7.2
23-10-2013,0.0,12.8,6.1
24-10-2013,0.0,10.0,6.1
25-10-2013,0.0,12.2,7.8
26-10-2013,0.0,11.7,8.3
27-10-2013,1.8,13.9,8.3
28-10-2013,0.0,14.4,7.2
29-10-2013,0.0,13.3,3.3
30-10-2013,0.5,15.0,5.6
31-10-2013,0.3,14.4,10.6
01-11-2013,1.3,17.8,11.7
02-11-2013,12.7,14.4,8.3
03-11-2013,0.5,12.2,4.4
04-11-2013,0.0,10.6,3.9
05-11-2013,2.5,13.3,7.2
06-11-2013,3.8,12.8,7.8
07-11-2013,30.0,11.1,10.0
08-11-2013,0.0,13.3,7.2
09-11-2013,1.8,11.1,5.0
10-11-2013,0.0,11.1,8.3
11-11-2013,0.0,16.1,6.1
12-11-2013,4.1,15.6,8.9
13-11-2013,0.0,13.9,10.6
14-11-2013,1.3,11.1,6.1
15-11-2013,3.0,10.6,7.2
16-11-2013,0.0,10.0,5.0
17-11-2013,5.3,11.7,7.2
18-11-2013,26.2,12.8,9.4
19-11-2013,1.0,13.3,4.4
20-11-2013,0.0,7.8,1.7
21-11-2013,0.0,7.8,-0.5
22-11-2013,0.0,9.4,0.0
23-11-2013,0.0,11.1,1.1
24-11-2013,0.0,11.7,0.6
25-11-2013,0.0,12.2,2.2
26-11-2013,0.0,12.2,2.8
27-11-2013,0.0,14.4,5.6
28-11-2013,0.0,11.7,3.3
29-11-2013,0.5,9.4,5.0
30-11-2013,2.3,11.1,7.2
01-12-2013,3.0,13.3,7.8
02-12-2013,4.6,7.8,1.7
03-12-2013,0.0,5.0,-0.5
04-12-2013,0.0,4.4,-2.1
05-12-2013,0.0,1.1,-4.9
06-12-2013,0.0,1.1,-4.3
07-12-2013,0.0,0.0,-7.1
08-12-2013,0.0,2.2,-6.6
09-12-2013,0.0,1.1,-4.9
10-12-2013,0.0,5.6,0.6
11-12-2013,0.0,5.0,-1.6
12-12-2013,6.9,5.6,-0.5
13-12-2013,0.5,9.4,5.6
14-12-2013,0.0,9.4,6.1
15-12-2013,1.3,11.7,8.3
16-12-2013,0.3,10.0,4.4
17-12-2013,0.0,8.3,4.4
18-12-2013,1.3,7.8,2.2
19-12-2013,0.0,5.0,0.0
20-12-2013,5.6,8.3,0.6
21-12-2013,5.6,8.9,5.6
22-12-2013,10.7,10.6,8.3
23-12-2013,1.5,11.7,6.1
24-12-2013,0.0,8.3,2.8
25-12-2013,0.0,6.7,1.7
26-12-2013,0.0,6.7,0.6
27-12-2013,0.3,8.9,0.0
28-12-2013,0.0,9.4,3.3
29-12-2013,0.0,7.2,1.7
30-12-2013,0.3,8.9,4.4
31-12-2013,0.5,8.3,5.0
01-01-2014,0.0,7.2,3.3
